resultId,raceId,driverId,constructorId,number,positionOrder,points,rank
3156,168,23,3,9,7,0,\N
3157,168,35,16,22,8,0,\N
3158,168,15,17,6,9,0,\N
3159,168,56,19,7,10,0,\N
3160,168,60,18,21,11,0,\N
3161,168,2,20,15,12,0,\N
3162,168,49,17,5,13,0,\N
3163,168,50,21,19,14,0,\N
3164,168,41,16,23,15,0,\N
3165,168,48,18,20,16,0,\N
3166,168,25,22,12,17,0,\N
3167,168,64,15,16,18,0,\N
3168,168,55,20,14,19,0,\N
3169,168,65,19,8,20,0,\N
3170,168,30,6,3,21,0,\N
3171,168,21,22,11,22,0,\N
3172,169,57,1,1,1,10,\N
3173,169,30,6,3,2,6,\N
3174,169,14,1,2,3,4,\N
3175,169,22,6,4,4,3,\N
3176,169,23,3,9,5,2,\N
3177,169,49,17,5,6,1,\N
3178,169,15,17,6,7,0,\N
3179,169,56,19,7,8,0,\N
3180,169,18,3,10,9,0,\N
3181,169,63,15,17,10,0,\N
3182,169,25,22,12,11,0,\N
3183,169,35,16,22,12,0,\N
3184,169,50,21,19,13,0,\N
3185,169,41,16,23,14,0,\N
3186,169,48,18,20,15,0,\N
3187,169,37,21,18,16,0,\N
3188,169,60,18,21,17,0,\N
3189,169,65,19,8,18,0,\N
3190,169,64,15,16,19,0,\N
3191,169,21,22,11,20,0,\N
3192,169,2,20,15,21,0,\N
3193,169,55,20,14,22,0,\N
3194,170,57,1,1,1,10,\N
3195,170,30,6,3,2,6,\N
3196,170,23,3,9,3,4,\N
3197,170,14,1,2,4,3,\N
3198,170,18,3,10,5,2,\N
3199,170,49,17,5,6,1,\N
3200,170,35,16,22,7,0,\N
3201,170,65,19,8,8,0,\N
3202,170,63,15,17,9,0,\N
3203,170,56,19,7,10,0,\N
3204,170,64,15,16,11,0,\N
3205,170,41,16,23,12,0,\N
3206,170,25,22,12,13,0,\N
3207,170,48,18,20,14,0,\N
3208,170,50,21,19,15,0,\N
3209,170,37,21,18,16,0,\N
3210,170,60,18,21,17,0,\N
3211,170,22,6,4,18,0,\N
3212,170,55,20,14,19,0,\N
3213,170,2,20,15,20,0,\N
3214,170,21,22,11,21,0,\N
3215,170,15,17,6,22,0,\N
3216,171,30,6,3,1,10,\N
3217,171,57,1,1,2,6,\N
3218,171,23,3,9,3,4,\N
3219,171,50,21,19,4,3,\N
3220,171,25,22,12,5,2,\N
3221,171,41,16,23,6,1,\N
3222,171,63,15,17,7,0,\N
3223,171,64,15,16,8,0,\N
3224,171,48,18,20,9,0,\N
3225,171,60,18,21,10,0,\N
3226,171,21,22,11,11,0,\N
3227,171,55,20,14,12,0,\N
3228,171,2,20,15,13,0,\N
3229,171,35,16,22,14,0,\N
3230,171,18,3,10,15,0,\N
3231,171,65,19,8,16,0,\N
3232,171,22,6,4,17,0,\N
3233,171,14,1,2,18,0,\N
3234,171,15,17,6,19,0,\N
3235,171,49,17,5,20,0,\N
3236,171,37,21,18,21,0,\N
3237,171,56,19,7,22,0,\N
3238,172,30,6,3,1,10,\N
3239,172,22,6,4,2,6,\N
3240,172,49,17,5,3,4,\N
3241,172,35,16,22,4,3,\N
3242,172,14,1,2,5,2,\N
3243,172,41,16,23,6,1,\N
3244,172,56,19,7,7,0,\N
3245,172,64,15,16,8,0,\N
3246,172,2,20,15,9,0,\N
3247,172,25,22,12,10,0,\N
3248,172,65,19,8,11,0,\N
3249,172,48,18,20,12,0,\N
3250,172,55,20,14,13,0,\N
3251,172,60,18,21,14,0,\N
3252,172,23,3,9,15,0,\N
3253,172,37,21,18,16,0,\N
3254,172,21,22,11,17,0,\N
3255,172,50,21,19,18,0,\N
3256,172,57,1,1,19,0,\N
3257,172,63,15,17,20,0,\N
3258,172,18,3,10,21,0,\N
3259,172,15,17,6,22,0,\N
3260,173,30,6,3,1,10,\N
3261,173,57,1,1,2,6,\N
3262,173,14,1,2,3,4,\N
3263,173,22,6,4,4,3,\N
3264,173,18,3,10,5,2,\N
3265,173,35,16,22,6,1,\N
3266,173,65,19,8,7,0,\N
3267,173,56,19,7,8,0,\N
3268,173,41,16,23,9,0,\N
3269,173,63,15,17,10,0,\N
3270,173,64,15,16,11,0,\N
3271,173,37,21,18,12,0,\N
3272,173,15,17,6,13,0,\N
3273,173,21,22,11,14,0,\N
3274,173,60,18,21,15,0,\N
3275,173,48,18,20,16,0,\N
3276,173,23,3,9,17,0,\N
3277,173,2,20,15,18,0,\N
3278,173,25,22,12,19,0,\N
3279,173,49,17,5,20,0,\N
3280,173,55,20,14,21,0,\N
3281,173,50,21,19,22,0,\N
3282,174,30,6,3,1,10,\N
3283,174,14,1,2,2,6,\N
3284,174,22,6,4,3,4,\N
3285,174,57,1,1,4,3,\N
3286,174,35,16,22,5,2,\N
3287,174,56,19,7,6,1,\N
3288,174,25,22,12,7,0,\N
3289,174,63,15,17,8,0,\N
3290,174,21,22,11,9,0,\N
3291,174,50,21,19,10,0,\N
3292,174,55,20,14,11,0,\N
3293,174,15,17,6,12,0,\N
3294,174,60,18,21,13,0,\N
3295,174,65,19,8,14,0,\N
3296,174,41,16,23,15,0,\N
3297,174,23,3,9,16,0,\N
3298,174,48,18,20,17,0,\N
3299,174,18,3,10,18,0,\N
3300,174,49,17,5,19,0,\N
3301,174,37,21,18,20,0,\N
3302,174,2,20,15,21,0,\N
3303,174,64,15,16,22,0,\N
3304,175,56,6,4,1,10,\N
3305,175,49,17,8,2,6,\N
3306,175,23,3,6,3,4,\N
3307,175,21,22,9,4,3,\N
3308,175,22,24,16,5,2,\N
3309,175,37,21,14,6,1,\N
3310,175,68,21,15,7,0,\N
3311,175,30,6,3,8,0,\N
3312,175,41,16,23,9,0,\N
3313,175,69,18,20,10,0,\N
3314,175,25,22,10,11,0,\N
3315,175,64,15,12,12,0,\N
3316,175,48,18,21,13,0,\N
3317,175,15,20,19,14,0,\N
3318,175,44,20,18,15,0,\N
3319,175,57,1,1,16,0,\N
3320,175,70,3,5,17,0,\N
3321,175,14,1,2,18,0,\N
3322,175,35,16,22,19,0,\N
3323,175,71,17,7,20,0,\N
3324,175,55,15,11,21,0,\N
3325,175,65,24,17,22,0,\N
3326,176,57,1,1,1,10,\N
3327,176,30,6,3,2,6,\N
3328,176,49,17,8,3,4,\N
3329,176,23,3,6,4,3,\N
3330,176,56,6,4,5,2,\N
3331,176,44,20,18,6,1,\N
3332,176,25,22,10,7,0,\N
3333,176,68,21,15,8,0,\N
3334,176,48,18,21,9,0,\N
3335,176,37,21,14,10,0,\N
3336,176,35,16,22,11,0,\N
3337,176,70,3,5,12,0,\N
3338,176,22,24,16,13,0,\N
3339,176,64,15,12,14,0,\N
3340,176,21,22,9,15,0,\N
3341,176,72,18,20,16,0,\N
3342,176,55,15,11,17,0,\N
3343,176,14,1,2,18,0,\N
3344,176,15,20,19,19,0,\N
3345,176,65,24,17,20,0,\N
3346,176,71,17,7,21,0,\N
3347,176,41,16,23,22,0,\N
3348,177,30,6,3,1,10,\N
3349,177,14,1,2,2,6,\N
3350,177,22,24,16,3,4,\N
3351,177,71,17,7,4,3,\N
3352,177,21,22,9,5,2,\N
3353,177,55,15,11,6,1,\N
3354,177,63,16,23,7,0,\N
3355,177,69,18,20,8,0,\N
3356,177,48,18,21,9,0,\N
3357,177,65,24,17,10,0,\N
3358,177,70,3,5,11,0,\N
3359,177,64,15,12,12,0,\N
3360,177,44,20,18,13,0,\N
3361,177,56,6,4,14,0,\N
3362,177,49,17,8,15,0,\N
3363,177,68,21,15,16,0,\N
3364,177,23,3,6,17,0,\N
3365,177,57,1,1,18,0,\N
3366,177,37,21,14,19,0,\N
3367,177,25,22,10,20,0,\N
3368,177,35,16,22,21,0,\N
3369,177,15,20,19,22,0,\N
3370,178,30,6,3,1,10,\N
3371,178,56,6,4,2,6,\N
3372,178,57,1,1,3,4,\N
3373,178,49,17,8,4,3,\N
3374,178,21,22,9,5,2,\N
3375,178,25,22,10,6,1,\N
3376,178,15,20,19,7,0,\N
3377,178,70,3,5,8,0,\N
3378,178,22,24,16,9,0,\N
3379,178,23,3,6,10,0,\N
3380,178,55,15,11,11,0,\N
3381,178,64,15,12,12,0,\N
3382,178,44,20,18,13,0,\N
3383,178,14,1,2,14,0,\N
3384,178,63,16,23,15,0,\N
3385,178,68,21,15,16,0,\N
3386,178,35,16,22,17,0,\N
3387,178,65,24,17,18,0,\N
3388,178,37,21,14,19,0,\N
3389,178,48,18,21,20,0,\N
3390,178,69,18,20,21,0,\N
3391,178,71,17,7,22,0,\N
3392,179,57,1,1,1,10,\N
3393,179,14,1,2,2,6,\N
3394,179,30,6,3,3,4,\N
3395,179,56,6,4,4,3,\N
3396,179,23,3,6,5,2,\N
3397,179,15,20,19,6,1,\N
3398,179,71,17,7,7,0,\N
3399,179,63,16,23,8,0,\N
3400,179,21,22,9,9,0,\N
3401,179,25,22,10,10,0,\N
3402,179,37,21,14,11,0,\N
3403,179,68,21,15,12,0,\N
3404,179,69,18,20,13,0,\N
3405,179,35,16,22,14,0,\N
3406,179,64,15,12,15,0,\N
3407,179,65,24,17,16,0,\N
3408,179,49,17,8,17,0,\N
3409,179,55,15,11,18,0,\N
3410,179,70,3,5,19,0,\N
3411,179,44,20,18,20,0,\N
3412,179,48,18,21,21,0,\N
3413,179,22,24,16,22,0,\N
3414,180,57,1,1,1,10,\N
3415,180,21,22,9,2,6,\N
3416,180,56,6,4,3,4,\N
3417,180,23,3,6,4,3,\N
3418,180,65,24,17,5,2,\N
3419,180,64,15,12,6,1,\N
3420,180,14,1,2,7,0,\N
3421,180,48,18,21,8,0,\N
3422,180,44,20,18,9,0,\N
3423,180,69,18,20,10,0,\N
3424,180,49,17,8,11,0,\N
3425,180,70,3,5,12,0,\N
3426,180,68,21,15,13,0,\N
3427,180,35,16,22,14,0,\N
3428,180,30,6,3,15,0,\N
3429,180,37,21,14,16,0,\N
3430,180,71,17,7,17,0,\N
3431,180,22,24,16,18,0,\N
3432,180,41,16,23,19,0,\N
3433,180,55,15,11,20,0,\N
3434,180,15,20,19,21,0,\N
3435,180,25,22,10,22,0,\N
3436,181,49,17,8,1,10,\N
3437,181,57,1,1,2,6,\N
3438,181,22,24,16,3,4,\N
3439,181,23,3,6,4,3,\N
3440,181,30,6,3,5,2,\N
3441,181,56,6,4,6,1,\N
3442,181,15,20,19,7,0,\N
3443,181,44,20,18,8,0,\N
3444,181,41,16,23,9,0,\N
3445,181,69,18,20,10,0,\N
3446,181,37,21,14,11,0,\N
3447,181,21,22,9,12,0,\N
3448,181,71,17,7,13,0,\N
3449,181,70,3,5,14,0,\N
3450,181,35,16,22,15,0,\N
3451,181,25,22,10,16,0,\N
3452,181,48,18,21,17,0,\N
3453,181,55,15,11,18,0,\N
3454,181,14,1,2,19,0,\N
3455,181,64,15,12,20,0,\N
3456,181,65,24,17,21,0,\N
3457,181,68,21,15,22,0,\N
3458,182,14,1,2,1,10,\N
3459,182,56,6,4,2,6,\N
3460,182,23,3,6,3,4,\N
3461,182,49,17,8,4,3,\N
3462,182,71,17,7,5,2,\N
3463,182,64,15,12,6,1,\N
3464,182,21,22,9,7,0,\N
3465,182,22,24,16,8,0,\N
3466,182,15,20,19,9,0,\N
3467,182,25,22,10,10,0,\N
3468,182,70,3,5,11,0,\N
3469,182,65,24,17,12,0,\N
3470,182,44,20,18,13,0,\N
3471,182,55,15,11,14,0,\N
3472,182,48,18,21,15,0,\N
3473,182,68,21,15,16,0,\N
3474,182,41,16,23,17,0,\N
3475,182,57,1,1,18,0,\N
3476,182,35,16,22,19,0,\N
3477,182,69,18,20,20,0,\N
3478,182,37,21,14,21,0,\N
3479,182,30,6,3,22,0,\N
3480,183,56,6,4,1,10,\N
3481,183,14,1,2,2,6,\N
3482,183,57,1,1,3,4,\N
3483,183,49,17,8,4,3,\N
3484,183,25,22,10,5,2,\N
3485,183,64,15,12,6,1,\N
3486,183,15,20,19,7,0,\N
3487,183,71,17,7,8,0,\N
3488,183,63,6,3,9,0,\N
3489,183,44,20,18,10,0,\N
3490,183,48,18,21,11,0,\N
3491,183,21,22,9,12,0,\N
3492,183,69,18,20,13,0,\N
3493,183,65,24,17,14,0,\N
3494,183,41,16,23,15,0,\N
3495,183,22,24,16,16,0,\N
3496,183,55,15,11,17,0,\N
3497,183,37,21,14,18,0,\N
3498,183,70,3,5,19,0,\N
3499,183,35,16,22,20,0,\N
3500,183,68,21,15,21,0,\N
3501,183,23,3,6,22,0,\N
3502,184,56,6,4,1,10,\N
3503,184,63,6,3,2,6,\N
3504,184,49,17,8,3,4,\N
3505,184,23,3,6,4,3,\N
3506,184,14,1,2,5,2,\N
3507,184,44,20,18,6,1,\N
3508,184,25,22,10,7,0,\N
3509,184,55,15,11,8,0,\N
3510,184,48,18,21,9,0,\N
3511,184,69,18,20,10,0,\N
3512,184,65,24,17,11,0,\N
3513,184,37,21,14,12,0,\N
3514,184,57,1,1,13,0,\N
3515,184,70,3,5,14,0,\N
3516,184,41,16,23,15,0,\N
3517,184,68,21,15,16,0,\N
3518,184,71,17,7,17,0,\N
3519,184,15,20,19,18,0,\N
3520,184,21,22,9,19,0,\N
3521,184,22,24,16,20,0,\N
3522,184,35,16,22,21,0,\N
3523,184,64,15,12,22,0,\N
3524,185,57,1,1,1,10,\N
3525,185,14,1,2,2,6,\N
3526,185,56,6,4,3,4,\N
3527,185,49,17,8,4,3,\N
3528,185,22,24,16,5,2,\N
3529,185,71,17,7,6,1,\N
3530,185,25,22,10,7,0,\N
3531,185,15,20,19,8,0,\N
3532,185,23,3,6,9,0,\N
3533,185,44,20,18,10,0,\N
3534,185,65,24,17,11,0,\N
3535,185,63,6,3,12,0,\N
3536,185,41,16,23,13,0,\N
3537,185,69,18,20,14,0,\N
3538,185,37,21,14,15,0,\N
3539,185,55,15,11,16,0,\N
3540,185,48,18,21,17,0,\N
3541,185,35,16,22,18,0,\N
3542,185,21,22,9,19,0,\N
3543,185,68,21,15,20,0,\N
3544,185,64,15,12,21,0,\N
3545,185,70,3,5,22,0,\N
3546,186,14,1,2,1,10,\N
3547,186,57,1,1,2,6,\N
3548,186,49,17,8,3,4,\N
3549,186,56,6,4,4,3,\N
3550,186,23,3,6,5,2,\N
3551,186,71,17,7,6,1,\N
3552,186,63,6,3,7,0,\N
3553,186,70,3,5,8,0,\N
3554,186,55,15,11,9,0,\N
3555,186,22,24,16,10,0,\N
3556,186,21,22,9,11,0,\N
3557,186,15,20,19,12,0,\N
3558,186,44,20,18,13,0,\N
3559,186,25,22,10,14,0,\N
3560,186,35,16,22,15,0,\N
3561,186,48,18,21,16,0,\N
3562,186,37,21,14,17,0,\N
3563,186,69,18,20,18,0,\N
3564,186,41,16,23,19,0,\N
3565,186,65,24,17,20,0,\N
3566,186,64,15,12,21,0,\N
3567,186,68,21,15,22,0,\N
3568,187,49,17,8,1,10,\N
3569,187,23,3,6,2,6,\N
3570,187,63,6,3,3,4,\N
3571,187,22,24,16,4,3,\N
3572,187,14,1,2,5,2,\N
3573,187,56,6,4,6,1,\N
3574,187,70,3,5,7,0,\N
3575,187,35,16,22,8,0,\N
3576,187,55,15,11,9,0,\N
3577,187,71,17,7,10,0,\N
3578,187,44,20,18,11,0,\N
3579,187,65,24,17,12,0,\N
3580,187,68,21,15,13,0,\N
3581,187,37,21,14,14,0,\N
3582,187,57,1,1,15,0,\N
3583,187,15,20,19,16,0,\N
3584,187,41,16,23,17,0,\N
3585,187,69,18,20,18,0,\N
3586,187,25,22,10,19,0,\N
3587,187,64,15,12,20,0,\N
3588,187,21,22,9,21,0,\N
3589,187,48,18,21,22,0,\N
3590,188,65,24,17,1,10,\N
3591,188,15,20,19,2,6,\N
3592,188,22,24,16,3,4,\N
3593,188,23,3,6,4,3,\N
3594,188,57,1,1,5,2,\N
3595,188,48,18,21,6,1,\N
3596,188,56,6,4,7,0,\N
3597,188,41,16,23,8,0,\N
3598,188,44,20,18,9,0,\N
3599,188,35,16,22,10,0,\N
3600,188,69,18,20,11,0,\N
3601,188,37,21,14,12,0,\N
3602,188,21,22,9,13,0,\N
3603,188,63,6,3,14,0,\N
3604,188,68,21,15,15,0,\N
3605,188,14,1,2,16,0,\N
3606,188,55,15,11,17,0,\N
3607,188,49,17,8,18,0,\N
3608,188,70,3,5,19,0,\N
3609,188,71,17,7,20,0,\N
3610,188,25,22,10,21,0,\N
3611,188,64,15,12,22,0,\N
3612,189,56,6,4,1,10,\N
3613,189,30,6,3,2,6,\N
3614,189,57,1,1,3,4,\N
3615,189,65,24,17,4,3,\N
3616,189,22,24,16,5,2,\N
3617,189,49,17,8,6,1,\N
3618,189,55,15,11,7,0,\N
3619,189,25,22,10,8,0,\N
3620,189,48,18,21,9,0,\N
3621,189,70,3,5,10,0,\N
3622,189,21,22,9,11,0,\N
3623,189,35,16,22,12,0,\N
3624,189,64,15,12,13,0,\N
3625,189,37,21,14,14,0,\N
3626,189,69,18,20,15,0,\N
3627,189,14,1,2,16,0,\N
3628,189,23,3,6,17,0,\N
3629,189,68,21,15,18,0,\N
3630,189,41,16,23,19,0,\N
3631,189,44,20,18,20,0,\N
3632,189,71,17,7,21,0,\N
3633,189,15,20,19,22,0,\N
3634,190,57,1,1,1,10,\N
3635,190,30,6,3,2,6,\N
3636,190,56,6,4,3,4,\N
3637,190,49,17,8,4,3,\N
3638,190,23,3,6,5,2,\N
3639,190,55,15,11,6,1,\N
3640,190,65,24,17,7,0,\N
3641,190,22,24,16,8,0,\N
3642,190,35,16,22,9,0,\N
3643,190,25,22,10,10,0,\N
3644,190,64,15,12,11,0,\N
3645,190,41,16,23,12,0,\N
3646,190,37,21,14,13,0,\N
3647,190,21,22,9,14,0,\N
3648,190,68,21,15,15,0,\N
3649,190,69,18,20,16,0,\N
3650,190,14,1,2,17,0,\N
3651,190,48,18,21,18,0,\N
3652,190,71,17,7,19,0,\N
3653,190,44,20,18,20,0,\N
3654,190,15,20,19,21,0,\N
3655,190,70,3,5,22,0,\N
3656,191,57,1,8,1,10,\N
3657,191,14,1,7,2,6,\N
3658,191,49,3,2,3,4,\N
3659,191,56,6,4,4,3,\N
3660,191,35,3,1,5,2,\N
3661,191,65,15,15,6,1,\N
3662,191,25,22,6,7,0,\N
3663,191,71,17,9,8,0,\N
3664,191,44,20,11,9,0,\N
3665,191,21,22,5,10,0,\N
3666,191,55,15,14,11,0,\N
3667,191,15,20,12,12,0,\N
3668,191,73,25,20,13,0,\N
3669,191,63,21,17,14,0,\N
3670,191,74,18,23,15,0,\N
3671,191,75,18,22,16,0,\N
3672,191,30,6,3,17,0,\N
3673,191,64,21,16,18,0,\N
3674,191,23,17,10,19,0,\N
3675,191,76,24,19,20,0,\N
3676,191,68,25,21,21,0,\N
3677,191,22,24,18,22,0,\N
3678,192,57,1,8,1,10,\N
3679,192,14,1,7,2,6,\N
3680,192,30,6,3,3,4,\N
3681,192,25,22,6,4,3,\N
3682,192,49,3,2,5,2,\N
3683,192,21,22,5,6,1,\N
3684,192,35,3,1,7,0,\N
3685,192,56,6,4,8,0,\N
3686,192,55,15,14,9,0,\N
3687,192,76,24,19,10,0,\N
3688,192,65,15,15,11,0,\N
3689,192,71,17,9,12,0,\N
3690,192,44,20,11,13,0,\N
3691,192,22,24,18,14,0,\N
3692,192,73,25,20,15,0,\N
3693,192,74,18,23,16,0,\N
3694,192,64,21,16,17,0,\N
3695,192,68,25,21,18,0,\N
3696,192,63,21,17,19,0,\N
3697,192,15,20,12,20,0,\N
3698,192,75,18,22,21,0,\N
3699,192,23,17,10,22,0,\N
3700,193,30,6,3,1,10,\N
3701,193,57,1,8,2,6,\N
3702,193,56,6,4,3,4,\N
3703,193,25,22,6,4,3,\N
3704,193,55,15,14,5,2,\N
3705,193,14,1,7,6,1,\N
3706,193,21,22,5,7,0,\N
3707,193,71,17,9,8,0,\N
3708,193,49,3,2,9,0,\N
3709,193,22,24,18,10,0,\N
3710,193,15,20,12,11,0,\N
3711,193,68,25,21,12,0,\N
3712,193,75,18,22,13,0,\N
3713,193,73,25,20,14,0,\N
3714,193,44,20,11,15,0,\N
3715,193,74,18,23,16,0,\N
3716,193,35,3,1,17,0,\N
3717,193,65,15,15,18,0,\N
3718,193,23,17,10,19,0,\N
3719,193,63,21,17,20,0,\N
3720,193,76,24,19,21,0,\N
3721,193,64,21,16,22,0,\N
3722,194,14,1,7,1,10,\N
3723,194,30,6,3,2,6,\N
3724,194,56,6,4,3,4,\N
3725,194,35,3,1,4,3,\N
3726,194,49,3,2,5,2,\N
3727,194,55,15,14,6,1,\N
3728,194,23,17,10,7,0,\N
3729,194,74,18,23,8,0,\N
3730,194,63,21,17,9,0,\N
3731,194,71,17,9,10,0,\N
3732,194,44,20,11,11,0,\N
3733,194,73,25,20,12,0,\N
3734,194,68,25,21,13,0,\N
3735,194,15,20,12,14,0,\N
3736,194,75,18,22,15,0,\N
3737,194,64,21,16,16,0,\N
3738,194,57,1,8,17,0,\N
3739,194,21,22,5,18,0,\N
3740,194,25,22,6,19,0,\N
3741,194,65,15,15,20,0,\N
3742,194,76,24,19,21,0,\N
3743,194,22,24,18,22,0,\N
3744,195,57,1,8,1,10,\N
3745,195,14,1,7,2,6,\N
3746,195,30,6,3,3,4,\N
3747,195,25,22,6,4,3,\N
3748,195,22,24,18,5,2,\N
3749,195,35,3,1,6,1,\N
3750,195,65,15,15,7,0,\N
3751,195,49,3,2,8,0,\N
3752,195,15,20,12,9,0,\N
3753,195,55,15,14,10,0,\N
3754,195,23,17,10,11,0,\N
3755,195,76,24,19,12,0,\N
3756,195,68,25,21,13,0,\N
3757,195,75,18,22,14,0,\N
3758,195,74,18,23,15,0,\N
3759,195,44,20,11,16,0,\N
3760,195,71,17,9,17,0,\N
3761,195,56,6,4,18,0,\N
3762,195,21,22,5,19,0,\N
3763,195,63,21,17,20,0,\N
3764,195,64,21,16,21,0,\N
3765,196,57,1,8,1,10,\N
3766,196,21,22,5,2,6,\N
3767,196,56,6,4,3,4,\N
3768,196,63,21,17,4,3,\N
3769,196,35,3,1,5,2,\N
3770,196,64,21,16,6,1,\N
3771,196,65,15,15,7,0,\N
3772,196,71,17,9,8,0,\N
3773,196,75,18,22,9,0,\N
3774,196,30,6,3,10,0,\N
3775,196,68,25,21,11,0,\N
3776,196,55,15,14,12,0,\N
3777,196,15,20,12,13,0,\N
3778,196,44,20,11,14,0,\N
3779,196,23,17,10,15,0,\N
3780,196,25,22,6,16,0,\N
3781,196,76,24,19,17,0,\N
3782,196,14,1,7,18,0,\N
3783,196,22,24,18,19,0,\N
3784,196,49,3,2,20,0,\N
3785,196,74,18,23,21,0,\N
3786,196,73,25,20,22,0,\N
3787,197,30,6,3,1,10,\N
3788,197,21,22,5,2,6,\N
3789,197,56,6,4,3,4,\N
3790,197,25,22,6,4,3,\N
3791,197,22,24,18,5,2,\N
3792,197,76,24,19,6,1,\N
3793,197,75,18,22,7,0,\N
3794,197,73,25,20,8,0,\N
3795,197,64,21,16,9,0,\N
3796,197,35,3,1,10,0,\N
3797,197,74,18,23,11,0,\N
3798,197,71,17,9,12,0,\N
3799,197,44,20,11,13,0,\N
3800,197,49,3,2,14,0,\N
3801,197,14,1,7,15,0,\N
3802,197,65,15,15,16,0,\N
3803,197,63,21,17,17,0,\N
3804,197,57,1,8,18,0,\N
3805,197,23,17,10,19,0,\N
3806,197,55,15,14,20,0,\N
3807,197,15,20,12,21,0,\N
3808,197,68,25,21,22,0,\N
3809,198,30,6,3,1,10,\N
3810,198,56,6,4,2,6,\N
3811,198,57,1,8,3,4,\N
3812,198,35,3,1,4,3,\N
3813,198,25,22,6,5,2,\N
3814,198,14,1,7,6,1,\N
3815,198,55,15,14,7,0,\N
3816,198,65,15,15,8,0,\N
3817,198,21,22,5,9,0,\N
3818,198,22,24,18,10,0,\N
3819,198,44,20,11,11,0,\N
3820,198,50,24,19,12,0,\N
3821,198,63,21,17,13,0,\N
3822,198,64,21,16,14,0,\N
3823,198,49,3,2,15,0,\N
3824,198,23,17,10,16,0,\N
3825,198,75,18,22,17,0,\N
3826,198,68,25,21,18,0,\N
3827,198,15,20,12,19,0,\N
3828,198,74,18,23,20,0,\N
3829,198,71,17,9,21,0,\N
3830,198,73,25,20,22,0,\N
3831,199,30,6,3,1,10,\N
3832,199,57,1,8,2,6,\N
3833,199,56,6,4,3,4,\N
3834,199,25,22,6,4,3,\N
3835,199,21,22,5,5,2,\N
3836,199,23,17,10,6,1,\N
3837,199,35,3,1,7,0,\N
3838,199,75,18,22,8,0,\N
3839,199,68,25,21,9,0,\N
3840,199,55,15,14,10,0,\N
3841,199,64,21,16,11,0,\N
3842,199,44,20,11,12,0,\N
3843,199,22,24,18,13,0,\N
3844,199,50,24,19,14,0,\N
3845,199,14,1,7,15,0,\N
3846,199,15,20,12,16,0,\N
3847,199,73,25,20,17,0,\N
3848,199,74,18,23,18,0,\N
3849,199,65,15,15,19,0,\N
3850,199,63,21,17,20,0,\N
3851,199,49,3,2,21,0,\N
3852,199,71,17,9,22,0,\N
3853,200,57,1,8,1,10,\N
3854,200,14,1,7,2,6,\N
3855,200,30,6,3,3,4,\N
3856,200,56,6,4,4,3,\N
3857,200,23,17,10,5,2,\N
3858,200,35,3,1,6,1,\N
3859,200,71,17,9,7,0,\N
3860,200,65,15,15,8,0,\N
3861,200,25,22,6,9,0,\N
3862,200,15,20,12,10,0,\N
3863,200,75,18,22,11,0,\N
3864,200,73,25,20,12,0,\N
3865,200,50,24,19,13,0,\N
3866,200,74,18,23,14,0,\N
3867,200,21,22,5,15,0,\N
3868,200,55,15,14,16,0,\N
3869,200,49,3,2,17,0,\N
3870,200,22,24,18,18,0,\N
3871,200,64,21,16,19,0,\N
3872,200,63,21,17,20,0,\N
3873,200,44,20,11,21,0,\N
3874,200,68,25,21,22,0,\N
3875,201,57,1,8,1,10,\N
3876,201,14,1,7,2,6,\N
3877,201,35,3,1,3,4,\N
3878,201,71,17,9,4,3,\N
3879,201,30,6,3,5,2,\N
3880,201,23,17,10,6,1,\N
3881,201,21,22,5,7,0,\N
3882,201,56,6,4,8,0,\N
3883,201,49,3,2,9,0,\N
3884,201,55,15,14,10,0,\N
3885,201,25,22,6,11,0,\N
3886,201,15,20,12,12,0,\N
3887,201,68,25,21,13,0,\N
3888,201,63,21,17,14,0,\N
3889,201,44,20,11,15,0,\N
3890,201,74,18,23,16,0,\N
3891,201,65,15,15,17,0,\N
3892,201,75,18,22,18,0,\N
3893,201,22,24,18,19,0,\N
3894,201,50,24,19,20,0,\N
3895,201,64,21,16,21,0,\N
3896,202,30,6,3,1,10,\N
3897,202,14,1,7,2,6,\N
3898,202,35,3,1,3,4,\N
3899,202,71,17,9,4,3,\N
3900,202,49,3,2,5,2,\N
3901,202,57,1,8,6,1,\N
3902,202,55,15,14,7,0,\N
3903,202,21,22,5,8,0,\N
3904,202,23,17,10,9,0,\N
3905,202,65,15,15,10,0,\N
3906,202,64,21,16,11,0,\N
3907,202,44,20,11,12,0,\N
3908,202,50,24,19,13,0,\N
3909,202,68,25,21,14,0,\N
3910,202,75,18,22,15,0,\N
3911,202,25,22,6,16,0,\N
3912,202,22,24,18,17,0,\N
3913,202,15,20,12,18,0,\N
3914,202,63,21,17,19,0,\N
3915,202,56,6,4,20,0,\N
3916,202,74,18,23,21,0,\N
3917,203,71,17,9,1,10,\N
3918,203,23,17,10,2,6,\N
3919,203,55,15,14,3,4,\N
3920,203,49,3,2,4,3,\N
3921,203,64,21,16,5,2,\N
3922,203,15,20,12,6,1,\N
3923,203,14,1,7,7,0,\N
3924,203,75,18,22,8,0,\N
3925,203,21,22,5,9,0,\N
3926,203,30,6,3,10,0,\N
3927,203,56,6,4,11,0,\N
3928,203,74,18,23,12,0,\N
3929,203,35,3,1,13,0,\N
3930,203,68,25,21,14,0,\N
3931,203,50,24,19,15,0,\N
