Date,Ticker,Open,High,Low,Close,Adj Close,Volume
26/5/2020,AMZN,2458,2462,2414.060059,2421.860107,2421.860107,3568200
27/5/2020,AMZN,2404.98999,2413.580078,2330,2410.389893,2410.389893,5056900
28/5/2020,AMZN,2384.330078,2436.969971,2378.22998,2401.100098,2401.100098,3190200
29/5/2020,AMZN,2415.939941,2442.370117,2398.199951,2442.370117,2442.370117,3529300
1/6/2020,AMZN,2448,2476.929932,2444.169922,2471.040039,2471.040039,2928900
2/6/2020,AMZN,2467,2473.530029,2445.310059,2472.409912,2472.409912,2529900
3/6/2020,AMZN,2468.01001,2488,2461.169922,2478.399902,2478.399902,2671000
4/6/2020,AMZN,2477.429932,2507.540039,2450.01001,2460.600098,2460.600098,2948700
5/6/2020,AMZN,2444.51001,2488.649902,2437.129883,2483,2483,3306400
8/6/2020,AMZN,2500.199951,2530,2487.340088,2524.060059,2524.060059,3970700
9/6/2020,AMZN,2529.439941,2626.429932,2525,2600.860107,2600.860107,5176000
10/6/2020,AMZN,2645,2722.350098,2626.26001,2647.449951,2647.449951,4946000
11/6/2020,AMZN,2603.5,2671.379883,2536.22998,2557.959961,2557.959961,5800100
12/6/2020,AMZN,2601.209961,2621.47998,2503.350098,2545.02002,2545.02002,5429600
15/6/2020,AMZN,2526.600098,2584,2508,2572.679932,2572.679932,3865100
16/6/2020,AMZN,2620,2620,2576,2615.27002,2615.27002,3585600
17/6/2020,AMZN,2647.5,2655,2631.820068,2640.97998,2640.97998,2951100
18/6/2020,AMZN,2647.01001,2659.639893,2636.110107,2653.97998,2653.97998,2487800
19/6/2020,AMZN,2678.080078,2697.429932,2659,2675.01001,2675.01001,5777000
22/6/2020,AMZN,2684.5,2715,2669,2713.820068,2713.820068,3208800
23/6/2020,AMZN,2726.02002,2783.110107,2718.040039,2764.409912,2764.409912,4231700
24/6/2020,AMZN,2780,2796,2721,2734.399902,2734.399902,4526600
25/6/2020,AMZN,2739.550049,2756.22998,2712.139893,2754.580078,2754.580078,2968700
26/6/2020,AMZN,2775.060059,2782.570068,2688,2692.870117,2692.870117,6500800
29/6/2020,AMZN,2690.01001,2696.800049,2630.080078,2680.379883,2680.379883,4223400
30/6/2020,AMZN,2685.070068,2769.629883,2675.030029,2758.820068,2758.820068,3769700
1/7/2020,AMZN,2757.98999,2895,2754,2878.699951,2878.699951,6363400
2/7/2020,AMZN,2912.01001,2955.560059,2871.100098,2890.300049,2890.300049,6593400
6/7/2020,AMZN,2934.969971,3059.879883,2930,3057.040039,3057.040039,6880600
7/7/2020,AMZN,3058.550049,3069.550049,2990,3000.120117,3000.120117,5257500
8/7/2020,AMZN,3022.610107,3083.969971,3012.429932,3081.110107,3081.110107,5037600
9/7/2020,AMZN,3115.98999,3193.879883,3074,3182.629883,3182.629883,6388700
10/7/2020,AMZN,3191.76001,3215,3135.699951,3200,3200,5486000
13/7/2020,AMZN,3251.060059,3344.290039,3068.389893,3104,3104,7720400
14/7/2020,AMZN,3089,3127.379883,2950,3084,3084,7231900
15/7/2020,AMZN,3080.22998,3098.350098,2973.179932,3008.870117,3008.870117,5788900
16/7/2020,AMZN,2971.060059,3032,2918.22998,2999.899902,2999.899902,6394200
17/7/2020,AMZN,3009,3024,2948.449951,2961.969971,2961.969971,4761300
20/7/2020,AMZN,3000.199951,3201.360107,2994.02002,3196.840088,3196.840088,7598200
21/7/2020,AMZN,3232.48999,3240.580078,3105.719971,3138.290039,3138.290039,6135000
22/7/2020,AMZN,3125,3150,3065.26001,3099.909912,3099.909912,4104200
23/7/2020,AMZN,3098.27002,3098.27002,2970,2986.550049,2986.550049,5656900
24/7/2020,AMZN,2930,3031.580078,2888,3008.909912,3008.909912,5632400
27/7/2020,AMZN,3062,3098,3015.77002,3055.209961,3055.209961,4170500
28/7/2020,AMZN,3054.27002,3077.090088,2995.76001,3000.330078,3000.330078,3126700
29/7/2020,AMZN,3030.98999,3039.159912,2996.77002,3033.530029,3033.530029,2974100
30/7/2020,AMZN,3014,3092,3005,3051.879883,3051.879883,6128300
31/7/2020,AMZN,3244,3246.820068,3151,3164.679932,3164.679932,8085500
3/8/2020,AMZN,3180.51001,3184,3104,3111.889893,3111.889893,5074700
4/8/2020,AMZN,3101.209961,3167.23999,3101.209961,3138.830078,3138.830078,4694300
5/8/2020,AMZN,3143.77002,3213.590088,3127.300049,3205.030029,3205.030029,3930000
6/8/2020,AMZN,3194.360107,3247.469971,3165.429932,3225,3225,3940600
7/8/2020,AMZN,3224.01001,3240.810059,3140.669922,3167.459961,3167.459961,3929600
10/8/2020,AMZN,3170.310059,3172.51001,3101.52002,3148.159912,3148.159912,3167300
11/8/2020,AMZN,3113.199951,3159.219971,3073,3080.669922,3080.669922,3718100
12/8/2020,AMZN,3108,3174.389893,3101.419922,3162.23999,3162.23999,3527200
13/8/2020,AMZN,3182.98999,3217.52002,3155,3161.02002,3161.02002,3149000
14/8/2020,AMZN,3178.179932,3178.23999,3120,3148.02002,3148.02002,2751700
17/8/2020,AMZN,3173.120117,3194.969971,3154.179932,3182.409912,3182.409912,2691200
18/8/2020,AMZN,3212,3320,3205.820068,3312.48999,3312.48999,5346000
19/8/2020,AMZN,3303.01001,3315.899902,3256,3260.47998,3260.47998,4185100
20/8/2020,AMZN,3252,3312.620117,3238,3297.370117,3297.370117,3332500
21/8/2020,AMZN,3295,3314.399902,3275.389893,3284.719971,3284.719971,3571400
